epoch,train_loss,train_l1,train_kl,train_lpips,train_bce,val_loss,val_acc,val_l1,val_kl,val_bce
0,nan,nan,0.45996153354644775,nan,nan,4.203426361083984,0.5003541707992554,0.6576125025749207,0.3791500926017761,0.7091550827026367
1,nan,nan,0.37947389483451843,nan,nan,4.206284999847412,0.4999527931213379,0.6575450897216797,0.3792320191860199,0.7097404599189758
2,nan,nan,0.3792757987976074,nan,nan,4.205994606018066,0.5021475553512573,0.6576233506202698,0.37930065393447876,0.7096666693687439
3,nan,nan,0.3794458508491516,nan,nan,4.206080436706543,0.5015678405761719,0.6576086282730103,0.3793792128562927,0.7096866965293884
4,nan,nan,0.3794768154621124,nan,nan,4.206960201263428,0.49849823117256165,0.6576088666915894,0.37926870584487915,0.7098627090454102
5,nan,nan,0.3793577253818512,nan,nan,4.206515789031982,0.5003202557563782,0.6575934290885925,0.3791900873184204,0.7097769379615784
6,nan,nan,0.3793574273586273,nan,nan,4.206034183502197,0.5020781755447388,0.6575908660888672,0.37925755977630615,0.7096810340881348
7,nan,nan,0.3794369697570801,nan,nan,4.205103874206543,0.49902769923210144,0.6576065421104431,0.3792140483856201,0.7094918489456177
8,nan,nan,0.37944936752319336,nan,nan,4.201624393463135,0.5028430223464966,0.6576449275016785,0.379273384809494,0.7087883949279785
9,nan,nan,0.3794420659542084,nan,nan,4.205024719238281,0.4998239576816559,0.6575993299484253,0.37922394275665283,0.709477424621582
10,nan,nan,0.3793891370296478,nan,nan,4.208504676818848,0.49924397468566895,0.6575670838356018,0.37917962670326233,0.7101799845695496
11,nan,nan,0.37946075201034546,nan,nan,4.205646514892578,0.49990856647491455,0.6575914621353149,0.3792012333869934,0.7096033692359924
12,nan,nan,0.37949979305267334,nan,nan,4.202134132385254,0.5003845691680908,0.6575731039047241,0.3792325258255005,0.7089046239852905
13,nan,nan,0.3794354498386383,nan,nan,4.211369514465332,0.49786376953125,0.6576066613197327,0.3793204426765442,0.7107449769973755
14,nan,nan,0.3793568015098572,nan,nan,4.208621978759766,0.5016735792160034,0.6575912833213806,0.3791985809803009,0.7101985812187195
15,nan,nan,0.3794705271720886,nan,nan,4.208508014678955,0.5012691617012024,0.6576173305511475,0.3793657422065735,0.7101705074310303
16,nan,nan,0.3792946934700012,nan,nan,4.206368923187256,0.5008914470672607,0.6576128005981445,0.37927091121673584,0.7097436785697937
17,nan,nan,0.3794208765029907,nan,nan,4.202511310577393,0.4999859631061554,0.657598614692688,0.3792435824871063,0.7089749574661255
18,nan,nan,0.37953197956085205,nan,nan,4.199831962585449,0.5039750337600708,0.6576043963432312,0.3793107271194458,0.7084379196166992
19,nan,nan,0.3794371485710144,nan,nan,4.209038734436035,0.49959635734558105,0.6576323509216309,0.37941473722457886,0.7102736830711365
20,nan,nan,0.3794058561325073,nan,nan,4.208650588989258,0.4986029863357544,0.6575964689254761,0.3793797492980957,0.710203230381012
21,nan,nan,0.3794194459915161,nan,nan,4.2067060470581055,0.49852585792541504,0.6576389670372009,0.3792543411254883,0.7098058462142944
22,nan,nan,0.3795178532600403,nan,nan,4.208351135253906,0.4998354911804199,0.6576169729232788,0.37925857305526733,0.7101392149925232
23,nan,nan,0.37935662269592285,nan,nan,4.1952362060546875,0.5048775672912598,0.6576229929924011,0.37923479080200195,0.7075151205062866
24,nan,nan,0.37945452332496643,nan,nan,4.205485820770264,0.49937987327575684,0.6576360464096069,0.3792843520641327,0.709562361240387
25,nan,nan,0.37938109040260315,nan,nan,4.204001426696777,0.5025380849838257,0.6575677394866943,0.3792639672756195,0.7092791795730591
26,nan,nan,0.3794783651828766,nan,nan,4.211064338684082,0.49820560216903687,0.6576404571533203,0.379229873418808,0.7106772661209106
