epoch,train_loss,train_l1,train_kl,train_lpips,train_bce,val_loss,val_acc,val_l1,val_kl,val_bce
0,2.538296699523926,0.45226508378982544,1.2657536268234253,0.7333221435546875,0.2012699842453003,7.688013076782227,0.5001391768455505,0.4343282878398895,1.5040096044540405,0.7253684401512146
1,2.33402681350708,0.4361580014228821,0.2128870040178299,0.6885315179824829,0.1818372905254364,7.6387434005737305,0.49474218487739563,0.42400288581848145,0.06059158220887184,0.7211711406707764
2,2.294279098510742,0.4313095211982727,0.03424256294965744,0.6534026861190796,0.17942044138908386,7.619534015655518,0.4960653781890869,0.4236881732940674,0.024527287110686302,0.7193392515182495
3,2.2841482162475586,0.42999276518821716,0.01677781343460083,0.6296173334121704,0.1788676679134369,7.560801982879639,0.5028400421142578,0.4244651794433594,0.012607580050826073,0.7134445905685425
4,2.2775797843933105,0.42968136072158813,0.008760707452893257,0.603161633014679,0.17858298122882843,7.486851692199707,0.5028171539306641,0.4216501712799072,0.007178277708590031,0.7063765525817871
5,2.2548484802246094,0.4283531606197357,0.0026011851150542498,0.576831042766571,0.1768161952495575,7.423095226287842,0.5011770129203796,0.42046865820884705,0.0005067155580036342,0.7002499103546143
6,2.246798515319824,0.42712050676345825,0.00034914346178993583,0.556060791015625,0.17639657855033875,7.525769233703613,0.5007894039154053,0.4194177985191345,0.00021091334929224104,0.7106288075447083
7,2.240813732147217,0.4245593547821045,0.0002464510325808078,0.543597400188446,0.17618073523044586,7.40899658203125,0.49595409631729126,0.4187004566192627,0.00013437779853120446,0.6990249752998352
8,2.2378127574920654,0.4239705204963684,0.00023525797587353736,0.53326416015625,0.17604228854179382,7.449063301086426,0.49962276220321655,0.41772544384002686,0.0001852556160883978,0.7031264305114746
9,2.2350425720214844,0.42473626136779785,0.0003997228923253715,0.5297881960868835,0.17571474611759186,7.410662651062012,0.5021367073059082,0.41838082671165466,0.00011907083535334095,0.6992228031158447
10,2.230621814727783,0.4225778579711914,0.0002548915217630565,0.5188506841659546,0.17560312151908875,7.408492088317871,0.4984268844127655,0.4173659086227417,6.91430177539587e-05,0.6991091966629028
11,2.223191261291504,0.4224761128425598,0.00010561512317508459,0.5111953616142273,0.17495369911193848,7.42468786239624,0.4992542564868927,0.41653937101364136,3.669302532216534e-05,0.7008128762245178
12,2.2259414196014404,0.42270615696907043,0.00018135302525479347,0.5095412731170654,0.17521725594997406,7.4087815284729,0.49943286180496216,0.41735339164733887,7.712996011832729e-05,0.6991381645202637
13,2.226321220397949,0.42327243089675903,0.00022701447596773505,0.5054717659950256,0.17523546516895294,7.3911943435668945,0.4970361590385437,0.41702815890312195,2.7304184186505154e-05,0.697414755821228
14,2.224828004837036,0.42279475927352905,6.755092181265354e-05,0.5043090581893921,0.17515547573566437,7.375285625457764,0.4983919858932495,0.415706992149353,2.9626055038534105e-05,0.695955753326416
15,2.2307844161987305,0.422340989112854,0.00020876296912319958,0.5024139285087585,0.17580455541610718,7.430925369262695,0.5001323819160461,0.4171805679798126,3.65735795639921e-05,0.7013716697692871
16,2.2214736938476562,0.4230175316333771,0.0001515437033958733,0.5021820068359375,0.17481158673763275,7.443049907684326,0.4975128769874573,0.4168718457221985,2.282473724335432e-05,0.7026159763336182
17,2.222703218460083,0.42288488149642944,5.121270805830136e-05,0.5019973516464233,0.1749575287103653,7.383755207061768,0.5000130534172058,0.41628068685531616,1.0331233170290943e-05,0.6967465877532959
18,2.2162911891937256,0.421699196100235,1.682712900219485e-05,0.49753570556640625,0.17448237538337708,7.406039714813232,0.5006698369979858,0.4164891242980957,1.1859151527460199e-05,0.6989540457725525
19,2.2186927795410156,0.4215303659439087,3.647910489235073e-05,0.4980514645576477,0.17473231256008148,7.397504806518555,0.4985959231853485,0.41699129343032837,3.8318416045513004e-05,0.6980476975440979
20,2.2181270122528076,0.422172486782074,0.0001687751937424764,0.49745941162109375,0.17460398375988007,7.411092281341553,0.5001863837242126,0.41708487272262573,0.00010936784383375198,0.6993898153305054
21,2.2188150882720947,0.42259204387664795,0.0002172483509639278,0.49498748779296875,0.17465075850486755,7.392616271972656,0.5008808374404907,0.41646668314933777,2.5624147383496165e-05,0.6976122856140137
22,2.220338821411133,0.422770619392395,3.127015952486545e-05,0.49578553438186646,0.17479579150676727,7.456415176391602,0.4980667233467102,0.41703903675079346,1.3451681297738105e-05,0.7039362788200378
23,2.2197515964508057,0.4234243631362915,1.443417295377003e-05,0.4969329833984375,0.17466193437576294,7.388879299163818,0.5001193284988403,0.41637885570526123,7.761985216347966e-06,0.6972492337226868
24,2.215519428253174,0.421722412109375,1.1322719728923403e-05,0.4918060302734375,0.17446047067642212,7.380558013916016,0.49891945719718933,0.41572585701942444,4.739439646073151e-06,0.69648277759552
25,2.2156102657318115,0.42256292700767517,1.0996799574058969e-05,0.49085235595703125,0.1743950992822647,7.402050495147705,0.4979642629623413,0.4159108102321625,1.1438602086855099e-05,0.6986128091812134
26,2.220720052719116,0.4232374429702759,1.8182159692514688e-05,0.4918228089809418,0.17482829093933105,7.374143123626709,0.5001569986343384,0.41570353507995605,1.2294817679503467e-05,0.6958427429199219
27,2.2164323329925537,0.42169055342674255,4.982943573850207e-05,0.48998719453811646,0.17456938326358795,7.376188278198242,0.4993876814842224,0.41656264662742615,1.884909943328239e-05,0.6959606409072876
28,2.217742443084717,0.4227161705493927,5.3964446124155074e-05,0.4895370602607727,0.17460182309150696,7.372272968292236,0.5004799962043762,0.41648638248443604,4.486135367187671e-06,0.6955781579017639
29,2.2180657386779785,0.42268475890159607,2.0243547623977065e-05,0.4892562925815582,0.17464347183704376,7.385265350341797,0.49815690517425537,0.41644057631492615,5.523795152839739e-06,0.696881890296936
30,2.2127861976623535,0.42091941833496094,9.706940545584075e-06,0.4874160885810852,0.17431163787841797,7.385763168334961,0.4996289908885956,0.41579270362854004,4.710710982180899e-06,0.6969965696334839
31,2.2139620780944824,0.4217069149017334,1.1966902093263343e-05,0.488485723733902,0.17433950304985046,7.383598804473877,0.5004973411560059,0.41636231541633606,7.722146619926207e-06,0.6967228651046753
32,2.2159175872802734,0.42216891050338745,2.3866447008913383e-05,0.48803403973579407,0.17449213564395905,7.387819290161133,0.49797528982162476,0.416679322719574,1.9493709260132164e-05,0.6971120834350586
